序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
5067,605338,巴比食品,19.97,-3.85,-0.8,97241.0,199035155.0,10.69,21.57,19.35,20.7,20.77,1.05,3.92,17.91,2.19,4952560000.0,4952560000.0,0.05,-0.25,17.33,15.63
5068,834765,美之高,23.01,-3.88,-0.93,32119.0,74576731.76,5.6,24.09,22.75,23.81,23.94,0.56,7.3,57.18,4.81,1601796142.0,1012377758.0,-0.39,-0.17,-9.19,-32.44
5069,301601,惠通科技,40.91,-3.88,-1.65,124182.0,528903311.92,8.53,44.43,40.8,42.0,42.56,1.44,41.43,48.63,4.58,5747036800.0,1226158856.0,0.1,-0.24,-13.69,246.69
5070,603868,飞科电器,34.48,-3.88,-1.39,22501.0,77616964.0,5.49,36.04,34.07,36.0,35.87,2.73,0.52,24.25,4.94,15019488000.0,15019488000.0,0.03,0.2,-14.25,-16.96
5071,430139,华岭股份,25.69,-3.89,-1.04,115013.0,298096595.07,4.75,26.67,25.4,26.49,26.73,0.56,4.41,-462.09,6.3,6923644900.0,6695634667.0,0.0,-0.77,3.67,6.24
5072,600787,中储股份,6.17,-3.89,-0.25,776940.0,483342329.0,3.43,6.38,6.16,6.37,6.42,0.56,3.58,33.3,0.98,13419457419.0,13389391021.0,0.0,-0.48,1.65,-3.29
5073,002762,金发拉比,5.17,-3.9,-0.21,168821.0,88135012.75,5.39,5.43,5.14,5.36,5.38,0.62,7.99,-137.93,2.27,1830309250.0,1092826504.0,-0.19,-0.39,-10.71,-10.86
5074,300687,赛意信息,27.01,-3.91,-1.1,177067.0,485226344.0,4.2,28.18,27.0,28.16,28.11,0.69,5.35,87.78,4.11,11079044153.0,8936471285.0,-0.11,-0.04,54.96,48.41
5075,002456,欧菲光,11.81,-3.91,-0.48,1370380.0,1629771860.59,3.01,12.17,11.8,12.17,12.29,0.94,4.21,670.22,10.67,39128913140.0,38414948684.0,0.0,-0.08,1.9,-1.42
5076,300398,飞凯材料,19.11,-3.92,-0.78,521100.0,999919429.4,4.88,19.75,18.78,19.68,19.89,0.71,9.89,36.92,2.63,10130083957.0,10070915403.0,0.0,-0.16,24.66,21.26
5077,603931,格林达,29.9,-3.92,-1.22,65983.0,199681250.0,3.08,30.81,29.85,30.81,31.12,1.25,3.31,40.34,3.89,5966795562.0,5966795562.0,0.17,0.03,29.16,28.93
5078,301075,多瑞医药,21.53,-3.93,-0.88,42693.0,92381484.0,7.9,22.87,21.1,22.11,22.41,0.79,5.34,-27.49,2.55,1722400000.0,1722400000.0,0.14,-0.28,18.17,19.81
5079,300671,富满微,32.25,-3.93,-1.32,153522.0,496080842.6,5.21,33.45,31.7,32.3,33.57,0.87,7.07,-29.07,4.29,7021614254.0,7002655608.0,-0.22,-0.19,-3.79,-9.26
5080,688130,晶华微,27.34,-3.94,-1.12,25103.0,69311541.0,6.5,28.99,27.14,28.82,28.46,0.59,8.33,-247.91,2.01,2546071620.0,823651620.0,0.0,0.04,13.4,3.95
5081,920108,宏海科技,26.03,-3.95,-1.07,45340.0,120275343.64,5.02,27.37,26.01,26.93,27.1,1.15,19.47,35.78,6.99,3201690000.0,606180133.0,-0.08,-0.53,367.32,367.32
5082,002956,西麦食品,18.0,-3.95,-0.74,110133.0,200515025.45,6.72,18.9,17.64,18.79,18.74,0.92,4.93,27.81,2.69,4018443930.0,4018037418.0,0.06,0.0,11.94,7.98
5083,300087,荃银高科,9.71,-3.96,-0.4,469658.0,459845422.54,4.65,10.16,9.69,10.08,10.11,0.64,5.24,-81.81,5.23,9198591302.0,8699238220.0,0.0,-0.41,-5.91,-17.71
5084,688220,翱捷科技-U,87.65,-3.96,-3.61,59478.0,524602932.0,6.97,92.8,86.44,91.26,91.26,0.56,1.65,-52.91,6.45,36664072921.0,31589775049.0,-0.06,-0.02,67.75,62.04
5085,603688,石英股份,38.5,-3.99,-1.6,465187.0,1802462424.0,6.98,40.6,37.8,39.4,40.1,0.76,8.59,49.99,3.63,20854614127.0,20854614127.0,-0.13,-0.23,49.57,34.01
5086,603313,梦百合,6.97,-3.99,-0.29,194939.0,137265366.0,4.68,7.26,6.92,7.14,7.26,0.45,3.42,-19.5,1.07,3976990588.0,3976990588.0,0.0,-0.29,7.56,4.03
5087,601007,金陵饭店,8.12,-4.02,-0.34,1140364.0,1038243859.0,14.07,9.31,8.12,9.31,8.46,3.98,29.24,95.22,2.02,3166800000.0,3166800000.0,-7.31,-8.76,21.92,15.83
5088,002651,利君股份,6.21,-4.02,-0.26,259945.0,162225769.5,4.17,6.43,6.16,6.42,6.47,1.12,4.6,52.79,2.31,6417786600.0,3511529211.0,0.0,0.16,-3.87,-15.28
5089,603117,万林物流,5.73,-4.02,-0.24,167556.0,97076369.0,3.85,5.95,5.72,5.95,5.97,0.6,2.8,124.08,3.35,3433403062.0,3433403062.0,-0.35,-0.17,2.14,-6.22
5090,300748,金力永磁,19.26,-4.04,-0.81,376344.0,727599392.34,3.54,19.83,19.12,19.8,20.07,0.72,3.32,90.8,3.77,26427260837.0,21847386763.0,-0.1,-0.05,-6.5,7.72
5091,000796,凯撒旅业,4.04,-4.04,-0.17,982994.0,400589437.02,4.99,4.21,4.0,4.21,4.21,0.71,7.39,-267.61,7.55,6479307221.0,5376297912.0,-0.25,0.25,3.59,-0.25
5092,000931,中 关 村,4.99,-4.04,-0.21,468672.0,234512270.58,7.12,5.25,4.88,5.16,5.2,1.59,6.28,70.12,2.37,3758103640.0,3722687365.0,-0.2,0.0,10.15,4.83
5093,603162,海通发展,8.05,-4.05,-0.34,118656.0,95839904.0,2.38,8.21,8.01,8.2,8.39,1.65,4.35,27.26,1.76,7376601303.0,2198257743.0,0.0,0.0,-8.31,-12.02
5094,300391,长药控股,4.26,-4.05,-0.18,269038.0,114898032.25,10.36,4.53,4.07,4.37,4.44,1.31,7.68,-6.19,105.47,1492431837.0,1492431837.0,0.0,0.0,-11.43,-15.48
5095,600706,曲江文旅,9.68,-4.06,-0.41,133441.0,130469072.0,5.45,10.15,9.6,10.09,10.09,1.06,5.25,-10.24,4.21,2468978719.0,2459012191.0,-0.1,-0.1,1.57,0.83
5096,300795,米奥会展,20.58,-4.06,-0.87,67640.0,141299861.6,5.13,21.56,20.46,21.45,21.45,0.73,5.03,52.26,8.84,4748342253.0,2764753153.0,-0.1,-0.44,8.89,2.85
5097,600981,汇鸿集团,2.6,-4.06,-0.11,634163.0,166717149.0,5.54,2.74,2.59,2.73,2.71,0.73,2.83,-52.3,1.24,5830326299.0,5830326299.0,-0.38,-0.38,-3.7,0.78
5098,600882,妙可蓝多,26.44,-4.06,-1.12,180855.0,480205801.0,5.37,27.5,26.02,27.2,27.56,0.81,3.53,119.16,3.07,13538698427.0,13538698427.0,-0.11,-0.08,46.97,47.71
5099,000978,桂林旅游,6.37,-4.07,-0.27,192810.0,124323128.0,5.27,6.69,6.34,6.58,6.64,0.63,5.35,-14.58,2.78,2981988100.0,2293774893.0,0.0,-0.16,5.29,5.46
5100,301110,青木科技,47.28,-4.08,-2.01,37427.0,177372632.8,3.41,48.5,46.82,48.0,49.29,0.77,7.71,45.43,3.14,4375070544.0,2294986944.0,0.02,0.04,-32.07,-23.17
5101,300040,九洲集团,6.57,-4.09,-0.28,523364.0,346697876.76,4.38,6.79,6.49,6.7,6.85,0.87,10.98,40.59,1.35,3960875065.0,3132829116.0,-0.15,-0.3,5.97,-9.38
5102,600744,华银电力,3.51,-4.1,-0.15,811811.0,287836263.0,4.64,3.67,3.5,3.6,3.66,0.69,4.0,158.14,5.8,7129246202.0,7129246202.0,0.0,0.0,17.79,12.86
5103,301206,三元生物,27.35,-4.1,-1.17,51022.0,141635498.0,4.17,28.5,27.31,28.18,28.52,0.44,4.74,51.23,1.24,5533607895.0,2943166320.0,-0.07,-0.47,7.25,5.35
5104,301300,远翔新材,30.4,-4.1,-1.3,26675.0,81851699.5,4.76,31.69,30.18,31.32,31.7,0.83,8.68,44.17,2.51,1962016000.0,934242677.0,-0.03,-0.26,20.54,18.15
5105,301277,新天地,11.68,-4.11,-0.5,149653.0,177432629.08,7.06,12.45,11.59,12.34,12.18,1.29,14.81,26.38,3.2,4579475712.0,1179894912.0,-0.09,-0.34,23.34,21.79
5106,600696,岩石股份,8.16,-4.11,-0.35,114981.0,94701691.0,5.05,8.53,8.1,8.46,8.51,0.9,3.44,-27.09,5.15,2729270557.0,2729270557.0,0.0,-0.12,-27.66,-33.66
5107,605008,长鸿高科,16.11,-4.11,-0.69,43871.0,71175420.0,3.93,16.69,16.03,16.52,16.8,0.67,0.68,110.45,5.22,10406454490.0,10348748470.0,-0.06,0.0,47.53,34.92
5108,000958,电投产融,6.77,-4.11,-0.29,1281796.0,879373720.15,4.39,7.07,6.76,7.04,7.06,0.68,2.38,35.82,1.85,36445743380.0,36445591055.0,0.0,0.0,13.4,8.67
5109,002408,齐翔腾达,4.67,-4.11,-0.2,416256.0,196747245.31,4.31,4.87,4.66,4.85,4.87,1.54,1.53,419.07,1.15,13276071103.0,12705182816.0,-0.21,-0.21,-2.51,-7.16
5110,603039,泛微网络,65.72,-4.11,-2.82,40118.0,267431723.0,6.27,69.86,65.56,69.11,68.54,1.17,1.54,84.39,7.93,17126833958.0,17126833958.0,0.0,0.09,38.77,34.12
5111,603398,沐邦高科,10.26,-4.11,-0.44,167848.0,173566880.0,5.61,10.78,10.18,10.69,10.7,1.21,3.87,-11.34,2.4,4449162036.0,4449162036.0,0.0,-0.19,-52.17,-55.41
5112,000016,深康佳Ａ,4.86,-4.14,-0.21,1111476.0,545995613.44,5.92,5.14,4.84,5.1,5.07,0.58,6.96,-3.55,4.94,11702614683.0,7759445868.0,-0.21,0.21,-21.49,-11.96
5113,300905,宝丽迪,25.9,-4.15,-1.12,113760.0,291562803.0,2.78,26.07,25.32,25.93,27.02,1.88,8.38,40.41,2.47,4607551880.0,3513937874.0,0.12,-0.19,2.33,-0.61
5114,301658,首航新能,27.94,-4.15,-1.21,94917.0,265717082.12,6.45,29.19,27.31,29.13,29.15,0.93,24.51,44.51,3.76,11521649512.0,1082060571.0,-0.11,0.4,136.78,136.78
5115,301025,读客文化,10.16,-4.15,-0.44,235784.0,242030595.3,5.66,10.66,10.06,10.52,10.6,0.79,9.06,202.46,6.51,4067143504.0,2644226350.0,-0.1,0.0,10.55,6.61
5116,603722,阿科力,34.22,-4.15,-1.48,26325.0,89912058.0,8.38,36.0,33.01,36.0,35.7,3.8,2.75,-362.0,3.47,3274858141.0,3274858141.0,-0.09,-0.18,-15.19,-18.52
5117,603123,翠微股份,8.3,-4.16,-0.36,581924.0,509140755.0,12.47,9.34,8.26,8.51,8.66,2.08,8.92,-13.11,2.71,6629514320.0,5413890377.0,0.0,-0.72,1.72,3.11
5118,600101,明星电力,11.94,-4.17,-0.52,918356.0,1108187064.0,4.74,12.5,11.91,12.25,12.46,0.74,16.76,31.25,2.18,6541477904.0,6541477904.0,0.0,-0.08,43.17,35.68
5119,605169,洪通燃气,9.16,-4.18,-0.4,48526.0,44402585.0,3.77,9.41,9.05,9.41,9.56,2.23,1.72,14.97,1.34,2591180800.0,2591180800.0,0.11,-0.11,-7.19,-9.93
5120,838227,美登科技,63.48,-4.18,-2.77,12255.0,78245944.89,3.8,65.11,62.59,65.0,66.25,0.87,6.95,59.16,6.01,2472006420.0,1118752730.0,0.0,-0.28,16.69,30.75
5121,002582,好想你,10.54,-4.18,-0.46,434784.0,463784571.18,5.0,11.03,10.48,11.0,11.0,0.6,12.64,-58.85,1.33,4763599049.0,3626487439.0,0.0,-0.38,10.71,27.29
5122,002749,国光股份,15.33,-4.19,-0.67,68460.0,106773971.95,4.0,15.97,15.33,15.96,16.0,0.77,1.62,19.58,3.66,7185955896.0,6481649660.0,-0.26,-0.58,16.14,10.13
5123,002816,和科达,11.11,-4.22,-0.49,57359.0,65961822.49,8.1,12.04,11.1,11.7,11.6,0.85,5.74,-20.62,4.98,1111000000.0,1111000000.0,0.0,-0.18,-16.4,-24.58
5124,603507,振江股份,22.23,-4.22,-0.98,169572.0,381802698.0,4.14,23.13,22.17,23.1,23.21,0.74,9.2,22.99,1.66,4097018055.0,4097018055.0,-0.13,-0.31,-6.24,-7.53
5125,603843,正平股份,3.18,-4.22,-0.14,336490.0,107864138.0,6.93,3.33,3.1,3.3,3.32,2.35,4.81,-19.4,2.5,2224801894.0,2224801894.0,0.0,-0.31,-11.42,-11.91
5126,301333,诺思格,45.06,-4.23,-1.99,47722.0,216799444.78,7.38,47.5,44.03,46.03,47.05,1.4,8.35,31.04,2.37,4351951395.0,2574922789.0,-0.02,-0.02,-1.59,-9.86
5127,605499,XD东鹏饮,268.88,-4.25,-11.92,20006.0,547196313.0,4.94,281.88,268.0,281.55,280.8,0.63,0.38,35.67,19.0,139821095440.0,139821095440.0,-0.55,-0.94,15.14,9.29
5128,000656,*ST金科,1.35,-4.26,-0.06,1484557.0,205246308.0,6.38,1.44,1.35,1.42,1.41,1.62,2.79,-1.01,-3.83,7208616352.0,7170853369.0,0.0,-0.74,-19.64,-21.97
5129,603590,康辰药业,28.43,-4.28,-1.27,26799.0,77724512.0,5.76,30.11,28.4,29.7,29.7,0.66,1.7,30.08,1.41,4530504641.0,4470261471.0,0.0,-0.21,24.91,20.88
5130,603511,爱慕股份,13.61,-4.29,-0.61,44193.0,60895349.0,4.29,14.22,13.61,14.08,14.22,0.84,1.1,29.37,1.26,5533225962.0,5469686316.0,-0.15,-0.51,-1.09,4.69
5131,300656,民德电子,22.87,-4.31,-1.03,58871.0,136167555.21,5.06,23.89,22.68,23.64,23.9,0.52,4.43,-34.36,3.84,3913630397.0,3039374790.0,0.0,0.04,-1.8,-8.08
5132,603317,天味食品,13.97,-4.32,-0.63,150874.0,213251980.0,4.59,14.57,13.9,14.54,14.6,0.83,1.42,23.82,3.25,14877998227.0,14877998227.0,0.07,0.07,5.67,4.72
5133,600421,华嵘控股,5.74,-4.33,-0.26,72426.0,41803593.0,4.67,5.98,5.7,5.9,6.0,0.64,3.7,-306.03,121.82,1122744000.0,1122744000.0,0.0,0.0,-14.58,-21.05
5134,301396,宏景科技,66.54,-4.33,-3.01,109926.0,757093453.44,7.82,71.94,66.5,68.88,69.55,0.92,21.58,-177.58,5.89,7296469717.0,3389793731.0,0.05,-0.43,122.62,136.97
5135,603267,鸿远电子,52.89,-4.34,-2.4,128422.0,686714524.0,5.79,55.68,52.48,55.0,55.29,0.9,5.56,79.5,2.89,12221868378.0,12221868378.0,-0.09,-0.21,52.82,45.98
5136,688522,纳睿雷达,67.25,-4.34,-3.05,26100.0,178674933.0,4.88,70.68,67.25,70.68,70.3,1.09,3.02,168.03,6.45,14561879220.0,5820063018.0,-0.5,-0.52,26.74,19.36
5137,001219,青岛食品,14.06,-4.35,-0.64,109101.0,154897786.24,3.61,14.58,14.05,14.5,14.7,0.77,5.74,28.12,2.67,2741471525.0,2670295503.0,-0.07,-0.07,4.15,2.4
5138,603477,巨星农牧,21.51,-4.36,-0.98,224496.0,488291254.0,4.89,22.6,21.5,22.5,22.49,0.64,4.4,21.16,3.57,10971612024.0,10971612024.0,0.0,-0.09,33.02,21.18
5139,688625,呈和科技,51.55,-4.36,-2.35,22032.0,115006080.0,3.36,53.31,51.5,53.1,53.9,0.5,1.63,27.89,5.31,6976142832.0,6976142832.0,-0.35,-0.71,40.04,36.27
5140,688357,建龙微纳,23.7,-4.36,-1.08,15961.0,38515786.0,5.13,24.88,23.61,24.75,24.78,1.4,1.6,31.87,1.32,2371386000.0,2371386000.0,0.0,0.04,9.77,8.07
5141,605011,杭州热电,24.76,-4.36,-1.13,97060.0,243598050.0,4.44,25.76,24.61,25.55,25.89,0.92,2.43,46.74,4.25,9906476000.0,9906476000.0,-0.04,0.32,23.18,15.59
5142,688502,茂莱光学,294.55,-4.37,-13.45,9923.0,296027908.0,5.68,309.0,291.5,306.0,308.0,0.72,5.91,437.83,13.27,15552240000.0,4948440000.0,0.01,-0.29,12.43,46.25
5143,600754,锦江酒店,25.96,-4.38,-1.19,158234.0,416228783.0,4.05,27.0,25.9,27.0,27.15,1.25,1.74,30.49,1.8,27778343875.0,23571935005.0,0.0,-0.04,1.29,-3.35
5144,871694,DR中裕科,16.98,-4.39,-0.78,38555.0,66683300.75,5.01,17.87,16.98,17.87,17.76,1.2,6.17,21.52,2.85,2255633897.0,1061087688.0,-0.29,-0.24,40.91,51.34
5145,600636,国新文化,6.97,-4.39,-0.32,111975.0,78893112.0,3.98,7.21,6.92,7.13,7.29,0.91,2.55,-124.9,1.26,3057298510.0,3057298510.0,-0.14,0.14,-20.07,-24.89
5146,002742,ST三圣,4.12,-4.41,-0.19,153296.0,63189451.0,3.71,4.25,4.09,4.15,4.31,1.06,3.55,-33.37,9.18,1779840000.0,1779255298.0,0.0,0.73,0.0,0.24
5147,300424,航新科技,14.1,-4.41,-0.65,120681.0,172224768.95,4.27,14.71,14.08,14.68,14.75,0.97,4.93,136.5,4.16,3460541004.0,3453906023.0,-0.14,-0.14,-8.38,-21.93
5148,603658,安图生物,40.0,-4.42,-1.85,62560.0,250827403.0,2.13,40.6,39.71,40.05,41.85,3.23,1.09,21.17,2.57,22856990720.0,22856990720.0,0.0,0.05,-0.4,-8.34
5149,002609,捷顺科技,9.68,-4.44,-0.45,175629.0,171688767.8,5.03,10.11,9.6,10.08,10.13,0.9,3.82,198.54,2.63,6247053446.0,4447046121.0,0.1,0.0,26.04,17.19
5150,920002,万达轴承,205.05,-4.44,-9.53,9350.0,196228478.32,4.75,215.25,205.05,212.7,214.58,0.61,16.26,86.82,9.83,6664559706.0,1179037500.0,-0.22,-0.46,183.1,205.0
5151,002991,甘源食品,76.62,-4.44,-3.56,18851.0,146315386.0,4.7,80.37,76.6,80.1,80.18,0.79,3.79,33.84,4.04,7142196971.0,3806905385.0,-0.01,-0.17,-15.22,-18.07
5152,000920,沃顿科技,10.33,-4.44,-0.48,341538.0,356314430.91,4.35,10.75,10.28,10.71,10.81,0.9,8.09,24.7,2.61,4882176149.0,4359027575.0,0.1,0.0,24.46,15.81
5153,603266,天龙股份,18.46,-4.45,-0.86,99932.0,186337276.0,3.47,19.03,18.36,19.0,19.32,0.68,5.02,33.35,2.49,3671449405.0,3671449405.0,-0.11,-0.27,17.21,14.66
5154,688519,南亚新材,33.34,-4.47,-1.56,38263.0,129926127.0,5.7,35.19,33.2,34.31,34.9,0.65,1.65,94.11,3.24,7951044891.0,7744670291.0,0.12,-0.06,50.11,56.82
5155,001209,洪兴股份,16.01,-4.47,-0.75,46030.0,74471351.8,3.7,16.62,16.0,16.44,16.76,0.93,4.79,21.97,1.64,2105678747.0,1538475122.0,0.0,-0.25,-2.5,-6.1
5156,000609,*ST中迪,2.35,-4.47,-0.11,96332.0,23178781.1,5.28,2.48,2.35,2.46,2.46,1.32,3.31,-4.95,2.47,703273977.0,684048627.0,0.0,-0.42,-7.48,-6.37
5157,301276,嘉曼服饰,20.2,-4.49,-0.95,46283.0,93578345.84,5.01,21.05,19.99,21.0,21.15,1.31,12.02,15.75,1.07,2181600000.0,777771306.0,0.0,0.3,1.1,-0.74
5158,300723,一品红,36.95,-4.5,-1.74,178087.0,662652023.54,10.73,39.8,35.65,39.43,38.69,0.74,4.21,-50.77,7.65,16690047704.0,15623159057.0,0.03,-0.08,120.6,116.59
5159,301556,托普云农,85.12,-4.5,-4.01,22090.0,189121394.96,5.59,88.99,84.01,88.99,89.13,0.9,11.41,71.08,8.09,7259033600.0,1647453593.0,0.0,-0.21,-2.13,-1.5
5160,600371,万向德农,9.52,-4.51,-0.45,253002.0,244567807.0,4.51,9.95,9.5,9.91,9.97,0.56,8.65,40.36,4.86,2785342560.0,2785342560.0,0.0,-0.52,14.15,10.31
5161,301662,C宏工,67.33,-4.51,-3.18,81649.0,568418265.58,11.81,74.33,66.0,67.0,70.51,0.64,51.75,24.46,3.58,5386400000.0,1062219962.0,0.04,0.24,153.12,153.12
5162,600987,航民股份,6.95,-4.53,-0.33,221698.0,155089550.0,3.02,7.15,6.93,7.15,7.28,1.91,2.17,9.86,1.11,7094691167.0,7094691167.0,0.0,0.0,0.87,0.14
5163,834058,华洋赛车,34.99,-4.53,-1.66,19137.0,67655392.02,6.55,36.6,34.2,35.96,36.65,1.02,6.94,26.5,5.7,1962485880.0,964251726.0,-0.43,0.0,23.16,33.35
5164,300345,华民股份,6.3,-4.55,-0.3,228678.0,146374204.0,6.06,6.67,6.27,6.53,6.6,0.68,5.15,-14.56,5.17,3640233839.0,2797010339.0,-0.16,-0.63,17.76,11.7
5165,600962,国投中鲁,12.8,-4.55,-0.61,83707.0,107882732.0,4.7,13.28,12.65,13.28,13.41,1.49,3.19,114.73,3.74,3356288000.0,3356288000.0,0.23,0.08,1.91,-2.66
5166,603329,上海雅仕,15.88,-4.57,-0.76,129452.0,205960482.0,4.09,16.39,15.71,16.21,16.64,0.56,8.15,58.31,2.27,2521048377.0,2521048377.0,-0.06,0.13,28.58,23.2
5167,300195,长荣股份,5.83,-4.58,-0.28,271114.0,158999466.88,4.91,6.05,5.75,6.01,6.11,1.93,8.64,547.5,0.93,2470216217.0,1830109764.0,-0.17,-0.17,3.19,3.55
5168,603409,汇通控股,35.71,-4.6,-1.72,42909.0,154352874.0,5.48,37.12,35.07,36.94,37.43,1.15,13.9,38.72,3.07,4500531300.0,1102578282.0,-0.11,-0.17,47.68,47.68
5169,002059,云南旅游,5.39,-4.6,-0.26,307133.0,167701833.87,5.13,5.64,5.35,5.6,5.65,0.93,3.03,-194.19,3.84,5457023642.0,5457023642.0,-0.19,-0.19,3.45,0.0
5170,301392,汇成真空,122.1,-4.61,-5.9,25207.0,307656172.25,5.3,126.11,119.33,126.0,128.0,0.86,11.2,142.0,16.64,12210000000.0,2747250000.0,-0.07,-0.51,83.33,97.7
5171,300908,仲景食品,30.84,-4.61,-1.49,47976.0,149437723.65,3.84,31.88,30.64,31.67,32.33,1.21,3.88,25.67,2.61,4502640000.0,3811254971.0,0.0,0.1,-0.06,0.33
5172,603569,长久物流,7.83,-4.63,-0.38,226758.0,180423132.0,3.53,8.12,7.83,8.12,8.21,0.53,3.76,57.94,1.65,4725461775.0,4725461775.0,-0.25,-0.51,10.13,5.24
5173,833509,同惠电子,27.4,-4.63,-1.33,77911.0,218535416.46,4.0,28.55,27.4,28.15,28.73,0.65,9.45,65.75,13.02,4434846070.0,2259085557.0,-0.47,-1.08,91.47,92.42
5174,688717,艾罗能源,47.31,-4.64,-2.3,27600.0,131591256.0,7.68,50.18,46.37,49.61,49.61,1.15,4.08,36.82,1.72,7569600000.0,3198895597.0,0.0,0.02,-2.15,1.28
5175,300094,国联水产,3.49,-4.64,-0.17,714361.0,252609228.62,5.46,3.67,3.47,3.62,3.66,0.91,6.47,-37.12,1.58,3937303713.0,3856314236.0,0.0,-0.29,-9.11,-7.92
5176,300985,致远新能,15.43,-4.64,-0.75,44428.0,69823994.2,6.06,16.38,15.4,15.7,16.18,1.77,2.38,45.58,2.37,2877887566.0,2877887566.0,0.0,0.06,-12.73,-16.19
5177,601933,永辉超市,5.54,-4.65,-0.27,5541157.0,3081982977.0,5.34,5.75,5.44,5.73,5.81,0.78,6.11,-484.25,8.68,50275704941.0,50275704941.0,0.18,0.0,-2.46,-12.62
5178,000888,峨眉山Ａ,14.71,-4.67,-0.72,320660.0,478867315.06,3.89,15.31,14.71,15.3,15.43,0.84,6.09,23.83,2.95,7750891730.0,7750891730.0,-0.14,-0.34,17.12,11.19
5179,300775,三角防务,24.42,-4.68,-1.2,238191.0,589066541.99,4.57,25.5,24.33,25.22,25.62,1.0,4.48,45.21,2.43,13436858969.0,12996232694.0,0.0,-0.04,9.16,-2.05
5180,603110,东方材料,17.09,-4.68,-0.84,346329.0,615058084.0,10.88,18.8,16.85,17.6,17.93,1.63,17.21,203.14,4.9,3438964850.0,3438964850.0,0.0,-0.47,24.02,18.68
5181,000722,湖南发展,11.17,-4.69,-0.55,347842.0,393855472.9,4.44,11.69,11.17,11.61,11.72,0.81,7.49,76.47,1.67,5184648010.0,5184648010.0,-0.18,-0.18,22.48,18.2
5182,300139,晓程科技,17.67,-4.69,-0.87,506644.0,918005007.52,7.34,18.99,17.63,18.87,18.54,0.73,21.68,104.0,4.82,4841580000.0,4128625981.0,-0.06,-0.28,10.85,21.11
5183,603171,税友股份,43.98,-4.72,-2.18,78141.0,343750412.0,8.21,46.64,42.85,46.29,46.16,2.01,1.93,158.91,7.17,17889447735.0,17851042200.0,0.71,0.87,54.37,44.2
