序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1583,300145,中金环境,3.48,0.58,0.02,213814.0,74203634.12,1.73,3.5,3.44,3.47,3.46,0.5,1.12,19.9,2.54,6684732821.0,6625896687.0,-0.29,0.0,-2.79,-6.2
1584,601163,三角轮胎,13.81,0.58,0.08,20421.0,28091137.0,0.87,13.82,13.7,13.74,13.73,0.69,0.26,9.38,0.84,11048000000.0,11048000000.0,-0.07,0.15,-5.6,-8.36
1585,002328,新朋股份,5.17,0.58,0.03,73763.0,37945859.0,1.95,5.2,5.1,5.13,5.14,0.72,1.29,20.44,1.21,3990050900.0,2952284017.0,0.0,-0.39,-11.77,-15.66
1586,688281,华秦科技,76.39,0.58,0.44,8620.0,65406103.0,2.11,76.63,75.03,75.03,75.95,0.5,0.71,35.92,3.27,14872624166.0,9295390266.0,0.01,-0.2,-6.93,-17.84
1587,600463,空港股份,8.63,0.58,0.05,24198.0,20692494.0,3.15,8.68,8.41,8.51,8.58,0.74,0.81,-32.14,2.52,2589000000.0,2589000000.0,0.0,-0.12,-8.39,-13.09
1588,603444,吉比特,214.86,0.58,1.23,5681.0,121794548.0,1.37,215.49,212.56,212.88,213.63,0.6,0.79,16.38,3.16,15478750961.0,15478750961.0,0.0,0.07,1.42,-1.82
1589,603738,泰晶科技,13.92,0.58,0.08,45854.0,63547496.0,1.95,13.99,13.72,13.75,13.84,0.49,1.18,48.15,3.06,5419372986.0,5419372986.0,-0.07,-0.14,-4.59,-7.08
1590,000779,甘咨询,8.64,0.58,0.05,92349.0,79493793.0,1.86,8.69,8.53,8.6,8.59,0.77,1.99,16.7,1.06,4016126465.0,4015776096.0,0.0,0.0,12.65,4.98
1591,301305,朗坤环境,15.73,0.58,0.09,8887.0,13918956.41,1.6,15.79,15.54,15.68,15.64,0.69,0.7,14.86,1.08,3831367111.0,1983898274.0,-0.25,-0.25,-12.37,-10.73
1592,002602,ST华通,6.91,0.58,0.04,532090.0,365956813.76,1.89,6.94,6.81,6.81,6.87,0.53,0.77,21.42,1.98,51497168649.0,47531874166.0,0.0,0.14,41.6,34.44
1593,002152,广电运通,12.09,0.58,0.07,223167.0,269863419.56,2.08,12.18,11.93,12.02,12.02,0.71,0.9,32.64,2.39,30024099237.0,30008996590.0,-0.08,0.08,10.41,3.69
1594,300531,优博讯,12.19,0.58,0.07,75713.0,92913155.0,3.96,12.55,12.07,12.16,12.12,1.18,2.4,171.68,2.66,3997051326.0,3841264503.0,-0.25,-0.25,-10.5,-12.62
1595,603331,百达精工,8.64,0.58,0.05,26630.0,22890202.0,4.42,8.83,8.45,8.6,8.59,0.78,1.32,61.15,1.38,1746797495.0,1746797495.0,0.0,0.0,-4.85,-4.11
1596,600846,同济科技,8.73,0.58,0.05,33060.0,28749637.0,2.53,8.8,8.58,8.75,8.68,0.73,0.53,13.34,1.37,5454168035.0,5454168035.0,0.0,0.11,8.85,1.28
1597,837748,路桥信息,25.87,0.58,0.15,22885.0,59603931.43,5.29,26.79,25.43,25.43,25.72,0.72,3.67,62.32,6.15,1985263800.0,1612931765.0,-0.19,0.0,27.44,32.53
1598,300284,苏交科,8.6,0.58,0.05,116894.0,99744466.42,2.34,8.64,8.44,8.55,8.55,0.8,0.98,48.4,1.29,10860318856.0,10272250082.0,-0.12,0.0,-12.16,-15.27
1599,002262,恩华药业,22.5,0.58,0.13,46793.0,105195180.0,1.74,22.65,22.26,22.41,22.37,0.57,0.53,19.01,3.0,22863977820.0,19840332375.0,0.0,0.04,0.94,-7.6
1600,688583,思看科技,100.33,0.58,0.58,5041.0,50348263.0,2.98,100.97,98.0,99.76,99.75,0.69,3.94,56.25,6.1,6822440000.0,1282252215.0,0.01,-0.37,0.33,199.85
1601,002067,景兴纸业,3.48,0.58,0.02,212397.0,73406485.58,1.73,3.49,3.43,3.45,3.46,0.76,1.9,65.58,0.77,4375049284.0,3897419284.0,0.29,0.29,0.58,-12.12
1602,603323,苏农银行,5.17,0.58,0.03,267468.0,138206160.0,1.17,5.19,5.13,5.14,5.14,0.98,1.46,4.93,0.53,9487144754.0,9487144754.0,0.0,-0.19,3.19,-2.27
1603,002925,盈趣科技,14.0,0.57,0.08,23001.0,32065624.0,2.59,14.12,13.76,13.86,13.92,0.6,0.31,47.46,2.3,10884184976.0,10306302874.0,0.0,-0.07,1.52,-10.6
1604,688232,新点软件,29.93,0.57,0.17,12867.0,38443889.0,3.19,30.26,29.31,29.95,29.76,0.64,0.74,48.35,1.78,9876900000.0,5192278907.0,-0.07,-0.03,7.05,3.24
1605,603706,东方环宇,17.66,0.57,0.1,18746.0,33226669.0,8.49,18.9,17.41,18.53,17.56,2.63,0.99,20.61,2.08,3344498729.0,3344498729.0,0.17,0.17,-1.83,-5.61
1606,603137,恒尚节能,12.39,0.57,0.07,40376.0,49586195.0,2.35,12.42,12.13,12.3,12.32,0.82,5.48,19.43,1.88,2266544008.0,913556008.0,-0.24,-0.16,17.89,16.89
1607,002142,宁波银行,24.6,0.57,0.14,194104.0,476441299.34,1.35,24.68,24.35,24.45,24.46,0.59,0.3,5.99,0.78,162448333483.0,160491545376.0,-0.12,-0.28,-3.91,1.19
1608,300196,长海股份,10.56,0.57,0.06,30516.0,31991723.86,2.38,10.6,10.35,10.49,10.5,0.77,1.24,15.71,0.95,4316046757.0,2601111047.0,0.0,0.09,1.44,-3.03
1609,300971,博亚精工,21.25,0.57,0.12,27042.0,57133512.0,3.03,21.44,20.8,21.13,21.13,0.86,4.11,271.19,1.77,1785000000.0,1398155055.0,0.14,0.0,1.53,4.68
1610,600399,抚顺特钢,5.25,0.57,0.03,189730.0,99201789.0,1.34,5.26,5.19,5.22,5.22,0.57,0.96,92.7,1.63,10353525000.0,10353525000.0,0.0,0.19,-7.08,-9.48
1611,601116,三江购物,12.44,0.57,0.07,430942.0,540695080.0,8.73,13.2,12.12,12.25,12.37,1.31,7.87,42.21,2.14,6813119296.0,6813119296.0,0.0,-0.16,24.4,14.34
1612,300173,福能东方,5.29,0.57,0.03,188752.0,99235623.0,2.47,5.32,5.19,5.24,5.26,0.65,2.57,430.62,4.28,3886698942.0,3886698942.0,-0.19,0.0,-8.48,-6.37
1613,601216,君正集团,5.26,0.57,0.03,332617.0,174284981.0,2.29,5.3,5.18,5.22,5.23,0.66,0.39,14.86,1.68,44383971471.0,44383971471.0,-0.38,-0.38,2.53,0.0
1614,603211,晋拓股份,15.78,0.57,0.09,36347.0,56973647.0,3.06,15.93,15.45,15.64,15.69,0.89,5.35,74.69,3.63,4289130240.0,1072282560.0,0.06,-0.06,2.73,5.2
1615,002415,海康威视,28.37,0.57,0.16,208472.0,587956611.12,1.31,28.39,28.02,28.2,28.21,0.67,0.23,32.12,3.2,261945836509.0,258327852623.0,0.04,0.0,0.96,-7.59
1616,300159,*ST新研,1.77,0.57,0.01,398188.0,70384623.0,3.41,1.8,1.74,1.78,1.76,0.73,2.71,-8.35,-9.8,2658479684.0,2605155389.0,0.0,-0.56,-32.18,-35.87
1617,600569,安阳钢铁,1.76,0.57,0.01,83172.0,14532385.0,2.29,1.77,1.73,1.76,1.75,0.5,0.29,-1.55,1.91,5055461639.0,5055461639.0,0.0,0.57,0.0,-5.38
1618,688597,煜邦电力,10.58,0.57,0.06,25321.0,26574833.0,2.57,10.63,10.36,10.57,10.52,0.55,1.02,23.48,3.26,2614332643.0,2614332643.0,0.0,-0.38,5.48,8.74
1619,600246,万通发展,5.33,0.57,0.03,215199.0,113883089.0,3.21,5.38,5.21,5.35,5.3,0.77,1.11,-66.96,1.88,10359622925.0,10359622925.0,0.0,-0.19,-17.11,-28.46
1620,300103,达刚控股,5.37,0.56,0.03,48026.0,25629399.48,2.62,5.4,5.26,5.4,5.34,0.92,1.51,-14.78,3.32,1705517370.0,1704119076.0,-0.19,-0.37,-10.65,-14.63
1621,603236,移远通信,67.66,0.56,0.38,63832.0,430007928.0,2.07,67.97,66.58,66.98,67.28,0.5,2.44,37.23,4.64,17703756870.0,17703756870.0,0.0,0.04,-11.9,-1.14
1622,300579,数字认证,26.92,0.56,0.15,32692.0,88213664.0,2.35,27.31,26.68,26.78,26.77,0.89,1.25,577.13,8.04,7268400000.0,7060539697.0,-0.04,-0.07,0.86,-14.32
1623,300638,广和通,25.34,0.56,0.14,193258.0,489826686.96,1.79,25.57,25.12,25.23,25.2,0.66,3.63,29.04,5.38,19396592754.0,13504358777.0,-0.28,-0.2,25.38,25.76
1624,603619,中曼石油,16.28,0.56,0.09,80780.0,132126601.0,2.72,16.62,16.18,16.5,16.19,1.03,1.75,8.44,1.95,7526870145.0,7526870145.0,0.18,0.18,-20.27,-15.91
1625,601318,中国平安,50.44,0.56,0.28,338811.0,1706307228.0,1.42,50.66,49.95,50.05,50.16,0.81,0.31,7.25,0.99,918524233577.0,542868454136.0,-0.32,-0.22,2.71,-4.2
1626,600768,宁波富邦,8.92,0.56,0.05,15886.0,14113843.0,2.71,9.01,8.77,8.89,8.87,0.6,1.19,-204.14,3.06,1193025024.0,1193025024.0,0.0,-0.22,1.36,5.31
1627,688009,中国通号,5.36,0.56,0.03,187271.0,99948366.0,1.69,5.38,5.29,5.33,5.33,0.71,0.22,16.24,1.25,56761429840.0,46208656480.0,0.0,-0.37,-6.46,-14.38
1628,300152,新动力,3.6,0.56,0.02,215337.0,77077443.0,2.79,3.63,3.53,3.56,3.58,0.49,3.02,-1010.31,7.98,2566080000.0,2565000202.0,0.0,-0.28,-25.16,-28.71
1629,002419,天虹股份,5.37,0.56,0.03,508642.0,274641580.93,3.75,5.49,5.29,5.34,5.34,0.67,4.35,81.82,1.53,6276712418.0,6275985658.0,0.19,0.19,10.72,-8.36
1630,688060,云涌科技,32.61,0.56,0.18,3264.0,10571522.0,3.55,32.85,31.7,32.37,32.43,1.16,0.54,-201.92,2.09,1962819640.0,1962819640.0,-0.28,-0.03,-4.0,-8.17
1631,300509,新美星,7.24,0.56,0.04,54840.0,39521581.0,2.36,7.29,7.12,7.2,7.2,0.61,2.22,59.11,3.81,2145936000.0,1789029507.0,0.0,0.0,-9.16,4.47
1632,300233,金城医药,16.26,0.56,0.09,229018.0,368683143.72,2.47,16.28,15.88,16.06,16.17,0.67,6.16,31.72,1.68,6241800785.0,6043912129.0,-0.12,0.43,42.63,37.22
1633,600000,浦发银行,10.81,0.56,0.06,480242.0,518493334.0,1.95,10.87,10.66,10.7,10.75,0.72,0.16,7.01,0.49,317297054947.0,317297054947.0,-0.28,-0.28,5.88,5.05
1634,605598,上海港湾,19.97,0.55,0.11,10459.0,20811263.0,2.47,20.09,19.6,19.81,19.86,0.35,0.43,33.81,2.65,4907843995.0,4853046315.0,0.05,-0.1,-6.51,-10.89
1635,603727,博迈科,12.8,0.55,0.07,25203.0,32133333.0,2.36,12.91,12.61,12.73,12.73,0.88,0.89,35.86,1.12,3606006746.0,3606006746.0,-0.08,-0.16,10.63,11.5
1636,605222,起帆电缆,14.68,0.55,0.08,9372.0,13676684.0,1.3,14.68,14.49,14.5,14.6,0.66,0.23,21.62,1.34,6061384786.0,6061384786.0,0.48,0.48,-4.98,-4.68
1637,600736,苏州高新,5.44,0.55,0.03,133954.0,72336750.0,1.85,5.44,5.34,5.38,5.41,1.04,1.16,19.82,0.84,6263033414.0,6263033414.0,0.18,0.0,3.23,-12.4
1638,601126,四方股份,16.53,0.55,0.09,68581.0,113536222.0,1.28,16.63,16.42,16.5,16.44,0.69,0.84,19.25,3.01,13776697080.0,13535651661.0,0.0,0.0,6.17,-2.54
1639,601128,常熟银行,7.26,0.55,0.04,254599.0,184803427.0,1.39,7.3,7.2,7.21,7.22,0.65,0.84,5.05,0.78,21888797445.0,21888797445.0,0.0,0.14,1.54,-4.1
1640,002635,安洁科技,12.86,0.55,0.07,44857.0,57479560.41,2.19,12.96,12.68,12.8,12.79,0.52,1.13,32.38,1.46,8483571939.0,5084805960.0,-0.16,-0.16,-15.56,-19.22
1641,300197,节能铁汉,1.82,0.55,0.01,264805.0,48125647.0,2.76,1.84,1.79,1.8,1.81,0.79,0.89,-6.39,1.45,5396842506.0,5396842506.0,0.0,0.0,-16.89,-21.21
1642,000990,诚志股份,7.29,0.55,0.04,47295.0,34311025.0,1.24,7.29,7.2,7.26,7.25,0.5,0.39,38.42,0.5,8859081630.0,8859075069.0,0.28,0.0,0.97,-5.94
1643,688559,海目星,27.63,0.55,0.15,17004.0,47111406.0,1.67,27.88,27.42,27.42,27.48,0.59,0.69,-44.72,2.1,6813685098.0,6813685098.0,-0.11,-0.07,-12.92,-19.68
1644,300460,惠伦晶体,10.96,0.55,0.06,38003.0,41388905.0,2.29,11.01,10.76,10.81,10.9,0.47,1.35,1354.44,3.46,3077614591.0,3077614591.0,-0.09,-0.27,-7.2,-9.72
1645,600871,石化油服,1.82,0.55,0.01,411211.0,74943539.0,1.1,1.83,1.81,1.82,1.81,0.81,0.3,54.69,3.99,34542529900.0,24696268963.0,-0.55,-0.55,-7.14,-10.78
1646,603859,能科科技,27.99,0.54,0.15,50452.0,139449068.0,2.98,28.09,27.26,27.84,27.84,0.99,2.06,43.67,2.43,6849088651.0,6849088651.0,-0.04,-0.04,-12.01,-6.39
1647,002879,长缆科技,14.83,0.54,0.08,17432.0,25783265.6,2.31,14.96,14.62,14.73,14.75,0.67,1.26,38.35,1.7,2863786301.0,2044819794.0,-0.07,-0.2,-4.45,-0.07
1648,600637,东方明珠,7.41,0.54,0.04,103244.0,76154380.0,1.36,7.43,7.33,7.37,7.37,0.7,0.31,37.25,0.83,24911677644.0,24911677644.0,0.14,0.14,1.37,-4.51
1649,600970,中材国际,9.27,0.54,0.05,72569.0,67194247.0,1.08,9.3,9.2,9.23,9.22,0.5,0.32,8.21,1.16,24491541789.0,20874712898.0,-0.11,-0.22,0.43,-2.22
1650,603063,禾望电气,27.97,0.54,0.15,153274.0,433939394.0,5.18,28.98,27.54,27.68,27.82,0.66,3.38,30.07,2.71,12673904320.0,12673904320.0,0.04,0.0,-3.12,40.13
1651,600699,均胜电子,14.96,0.54,0.08,100400.0,149672419.0,1.55,15.03,14.8,14.87,14.88,0.54,0.73,21.94,1.55,21074175083.0,20466545975.0,0.0,-0.07,-7.48,-4.53
1652,300311,任子行,5.55,0.54,0.03,154654.0,86172545.15,3.08,5.67,5.5,5.53,5.52,0.54,2.88,-31.6,5.97,3738647333.0,2982620466.0,0.0,-0.18,-7.81,-5.13
1653,300274,阳光电源,56.07,0.54,0.3,176826.0,990881148.79,1.52,56.45,55.6,55.79,55.77,0.73,1.11,11.47,3.4,116244964544.0,89148991262.0,-0.32,-0.34,-23.45,-24.06
1654,603203,快克智能,22.28,0.54,0.12,7089.0,15729742.0,1.35,22.3,22.0,22.0,22.16,0.5,0.28,25.56,4.06,5551135925.0,5551135925.0,0.45,0.45,-2.83,-3.21
1655,300670,大烨智能,5.63,0.54,0.03,35269.0,19725454.0,3.04,5.68,5.51,5.63,5.6,0.81,1.57,1134.14,2.81,1784262297.0,1265028492.0,0.0,-0.35,0.0,-2.76
1656,300663,科蓝软件,14.76,0.54,0.08,101001.0,149313075.48,3.07,15.0,14.55,14.6,14.68,0.71,2.29,-778.0,5.53,7061795640.0,6517751147.0,-0.14,0.0,-10.33,-14.98
1657,301533,威马农机,31.68,0.54,0.17,38325.0,122016080.5,6.16,32.85,30.91,31.35,31.51,0.91,13.48,38.96,2.79,3114356256.0,900874656.0,0.09,-0.5,-1.0,7.39
1658,301377,鼎泰高科,24.13,0.54,0.13,23420.0,56664403.0,2.33,24.49,23.93,24.0,24.0,0.61,3.3,43.09,4.09,9893300000.0,1713809120.0,0.0,-0.04,9.19,14.09
1659,300958,建工修复,11.22,0.54,0.06,26247.0,29239720.0,2.96,11.32,10.99,11.13,11.16,1.02,2.88,154.72,1.28,1758584416.0,1021574571.0,0.18,-0.27,-0.09,-2.6
1660,688579,山大地纬,9.25,0.54,0.05,37065.0,34062885.0,2.07,9.29,9.1,9.19,9.2,0.51,0.93,57.75,2.69,3700092500.0,3700092500.0,0.0,-0.11,5.11,0.65
1661,000878,云南铜业,11.37,0.53,0.06,194008.0,219967578.88,1.59,11.4,11.22,11.3,11.31,0.64,0.97,18.01,1.54,22781253885.0,22780806543.0,0.0,0.0,-9.47,-6.73
1662,002364,中恒电气,13.4,0.53,0.07,151313.0,203520737.0,3.15,13.68,13.26,13.26,13.33,0.61,2.71,65.87,3.2,7551770464.0,7478590384.0,0.0,0.07,10.47,24.19
1663,300192,科德教育,15.09,0.53,0.08,170374.0,260861467.0,6.0,15.94,15.04,15.67,15.01,1.02,8.11,35.06,6.06,4966772835.0,3171477840.0,-0.4,-0.59,-5.92,-4.49
1664,300578,会畅通讯,17.14,0.53,0.09,38975.0,66463688.0,2.52,17.24,16.81,17.03,17.05,1.21,2.01,110.83,2.89,3398343344.0,3326179144.0,0.0,0.06,-6.54,-10.96
1665,601677,明泰铝业,11.4,0.53,0.06,88365.0,100411127.0,1.59,11.45,11.27,11.31,11.34,0.64,0.74,7.53,0.83,14178225908.0,13594409108.0,-0.09,-0.09,-6.4,-4.84
1666,600361,创新新材,3.77,0.53,0.02,252177.0,94520088.0,2.13,3.79,3.71,3.74,3.75,0.74,1.51,14.69,1.46,15485033286.0,6284615617.0,0.0,-0.26,2.17,-2.33
1667,300635,中达安,9.42,0.53,0.05,27268.0,25503830.0,3.84,9.55,9.19,9.4,9.37,0.88,2.28,441.42,2.87,1320062280.0,1128210151.0,0.0,-0.21,-0.53,-3.78
1668,002935,天奥电子,13.21,0.53,0.07,35068.0,45995306.8,2.21,13.26,12.97,13.14,13.14,0.54,0.84,87.77,3.55,5634361789.0,5483350564.0,0.08,-0.08,-12.69,-17.95
1669,600389,江山股份,15.19,0.53,0.08,40961.0,61758551.0,2.12,15.24,14.92,15.1,15.11,0.61,0.95,28.6,1.78,6541573500.0,6541573500.0,-0.07,0.0,9.44,5.12
1670,000584,*ST工智,1.89,0.53,0.01,930968.0,180022773.37,5.32,1.97,1.87,1.88,1.88,2.11,12.27,57.26,2.56,1438172021.0,1434254319.0,0.0,0.0,-43.58,-42.02
1671,002048,宁波华翔,13.22,0.53,0.07,85355.0,112581937.14,1.52,13.3,13.1,13.17,13.15,0.41,1.2,11.84,0.94,10758873873.0,9383574283.0,0.0,0.08,7.65,4.75
1672,688215,瑞晟智能,24.46,0.53,0.13,5377.0,13031897.0,2.84,24.63,23.94,24.27,24.33,1.07,1.03,77.33,2.74,1273191920.0,1273191920.0,0.33,-0.08,17.54,21.33
1673,301086,鸿富瀚,41.71,0.53,0.22,5149.0,21408000.0,1.98,41.95,41.13,41.38,41.49,0.75,1.58,25.59,1.93,3753900000.0,1355439443.0,-0.19,-0.1,-13.84,-18.01
1674,600655,豫园股份,5.68,0.53,0.03,115893.0,65398564.0,2.12,5.71,5.59,5.64,5.65,1.01,0.3,176.59,0.62,22119803562.0,22094326831.0,-0.35,-0.35,-4.22,-11.66
1675,603005,晶方科技,26.72,0.53,0.14,140974.0,373766326.0,2.22,26.84,26.25,26.45,26.58,0.51,2.16,68.94,4.08,17426027984.0,17426027984.0,-0.04,-0.04,-4.61,-5.42
1676,002779,中坚科技,94.15,0.52,0.49,50880.0,482524428.6,2.8,95.95,93.33,95.0,93.66,0.72,4.3,233.65,17.32,12427800000.0,11150610529.0,0.01,0.04,11.42,38.46
1677,002952,亚世光电,17.5,0.52,0.09,14110.0,24574174.0,2.07,17.59,17.23,17.27,17.41,0.5,1.07,127.46,3.32,2875950000.0,2310788060.0,-0.11,-0.23,-14.59,-34.82
1678,600425,青松建化,3.87,0.52,0.02,115054.0,44404941.0,1.56,3.88,3.82,3.85,3.85,0.59,0.83,17.56,0.97,6210203346.0,5335917633.0,0.0,0.0,3.2,-1.28
1679,301389,隆扬电子,17.39,0.52,0.09,66563.0,115545738.0,2.95,17.56,17.05,17.56,17.3,0.44,8.11,59.95,2.3,4930065000.0,1427319847.0,0.17,0.0,10.41,4.01
1680,600764,中国海防,28.75,0.52,0.15,83469.0,239728095.0,3.46,29.07,28.08,28.32,28.6,0.85,1.17,102.79,2.53,20430594848.0,20430594848.0,0.0,0.0,10.96,1.52
1681,301165,锐捷网络,68.29,0.52,0.35,44782.0,304093645.09,2.33,68.73,67.15,67.77,67.94,0.64,6.57,67.59,8.48,38801136351.0,4656136351.0,0.26,0.26,0.34,-5.42
1682,600739,辽宁成大,9.72,0.52,0.05,66876.0,64781485.0,1.03,9.73,9.63,9.68,9.67,0.73,0.44,15.68,0.5,14868779412.0,14868779412.0,0.0,0.1,-1.22,-6.09
1683,605566,福莱蒽特,17.24,0.52,0.09,4206.0,7206637.0,2.62,17.35,16.9,17.15,17.15,0.63,0.68,49.99,1.14,2298781600.0,1073844637.0,0.23,-0.35,-6.46,-4.22
1684,000829,天音控股,9.62,0.52,0.05,107091.0,102254019.51,2.93,9.71,9.43,9.58,9.57,0.75,1.05,357.06,3.31,9861466214.0,9852127416.0,-0.1,0.0,-5.59,-27.01
1685,600691,阳煤化工,1.93,0.52,0.01,109174.0,20831709.0,3.13,1.94,1.88,1.91,1.92,0.83,0.46,-6.74,1.15,4585645167.0,4584880887.0,0.0,0.0,-11.47,-13.06
1686,603216,梦天家居,11.69,0.52,0.06,55530.0,64663890.0,3.53,11.78,11.37,11.52,11.63,1.62,9.8,47.72,1.48,2603246100.0,662706100.0,-0.09,-0.17,7.25,7.64
1687,001266,宏英智能,21.33,0.52,0.11,9557.0,20298069.0,2.4,21.48,20.97,21.25,21.22,0.67,2.71,-141.73,2.29,2200610981.0,752343228.0,-0.05,0.09,-1.57,-7.9
1688,300450,先导智能,19.42,0.52,0.1,97305.0,187803102.48,2.17,19.5,19.08,19.26,19.32,0.5,0.62,37.49,2.54,30414886120.0,30282697501.0,-0.26,-0.31,0.62,-3.0
1689,833819,颖泰生物,3.86,0.52,0.02,114650.0,43833084.11,2.6,3.87,3.77,3.81,3.84,0.56,0.95,503.7,0.94,4731588000.0,4638098800.0,0.26,0.26,7.82,8.73
1690,600889,南京化纤,15.32,0.52,0.08,44013.0,67170113.0,1.77,15.37,15.1,15.26,15.24,0.5,1.2,-26.47,7.85,5612420873.0,5612420873.0,-0.07,0.0,-20.33,-13.74
1691,600679,上海凤凰,11.51,0.52,0.06,80833.0,93544503.0,3.41,11.81,11.42,11.58,11.45,1.02,2.35,88.67,2.65,5931036898.0,3955920898.0,-0.17,-0.09,-12.6,-12.34
1692,603716,塞力医疗,9.64,0.52,0.05,149038.0,144840014.0,6.88,10.1,9.44,9.58,9.59,0.88,7.8,-24.65,1.89,1841400612.0,1841400612.0,-0.31,-0.1,36.74,33.52
1693,688410,山外山,11.55,0.52,0.06,34070.0,39345425.0,2.96,11.66,11.32,11.4,11.49,1.14,1.45,50.11,2.19,3711195711.0,2709093757.0,0.35,0.35,11.7,3.49
1694,000045,深纺织Ａ,9.58,0.52,0.05,54073.0,51334090.0,1.99,9.59,9.4,9.53,9.53,0.67,1.18,54.3,1.64,4852479313.0,4378068133.0,-0.1,-0.1,-7.62,-9.88
1695,603797,联泰环保,3.91,0.51,0.02,29650.0,11544506.0,1.8,3.92,3.85,3.9,3.89,0.78,0.51,10.29,0.72,2285358191.0,2285358191.0,0.26,-0.26,0.51,-2.25
1696,000623,吉林敖东,15.7,0.51,0.08,71228.0,111617980.68,1.02,15.75,15.59,15.63,15.62,0.98,0.6,11.32,0.65,18775557576.0,18699945685.0,0.0,0.06,-4.03,-9.09
1697,601696,中银证券,9.89,0.51,0.05,129124.0,127346796.0,1.52,9.94,9.79,9.84,9.84,0.97,0.46,31.19,1.55,27474420000.0,27474420000.0,-0.2,0.0,-5.45,-11.38
1698,300047,天源迪科,11.94,0.51,0.06,178861.0,213568160.2,2.44,12.1,11.81,11.81,11.88,0.65,3.25,328.18,2.33,7614671384.0,6563645027.0,0.0,-0.08,4.55,1.62
1699,001979,招商蛇口,9.92,0.51,0.05,551341.0,544784808.56,1.32,9.95,9.82,9.86,9.87,0.92,0.66,22.26,0.91,89883494876.0,82559792234.0,0.1,0.0,-1.68,-3.13
1700,300334,津膜科技,5.94,0.51,0.03,39524.0,23324228.0,2.37,5.97,5.83,5.89,5.91,0.9,1.31,-113.24,3.23,1794268215.0,1794056780.0,0.0,-0.34,7.03,2.77
1701,601928,凤凰传媒,11.84,0.51,0.06,68018.0,80289101.0,1.27,11.88,11.73,11.8,11.78,0.35,0.27,16.82,1.57,30131616000.0,30131616000.0,0.0,-0.08,12.33,2.6
1702,301045,天禄科技,19.61,0.51,0.1,9721.0,19050173.6,2.26,19.79,19.35,19.46,19.51,0.76,1.43,81.26,2.18,2163343000.0,1332009799.0,-0.15,-0.2,-10.25,-11.35
1703,601996,丰林集团,1.97,0.51,0.01,109340.0,21331423.0,2.04,1.97,1.93,1.95,1.96,0.53,0.98,-18.4,0.85,2208201400.0,2208201400.0,0.51,0.0,-2.96,-7.94
1704,603183,建研院,3.95,0.51,0.02,105834.0,41631373.0,2.8,3.98,3.87,3.93,3.93,1.1,2.13,32.57,1.22,1963755341.0,1963755341.0,-0.25,0.0,5.33,2.6
1705,301128,强瑞技术,63.32,0.51,0.32,16690.0,105524763.0,2.37,63.99,62.5,63.0,63.0,0.57,5.83,44.21,5.48,4678500905.0,1812229861.0,0.0,0.05,11.7,11.09
1706,600218,全柴动力,7.85,0.51,0.04,39744.0,31074380.0,1.66,7.89,7.76,7.76,7.81,0.53,0.91,41.02,1.06,3419459364.0,3419459364.0,0.0,0.0,0.13,-0.63
1707,002441,众业达,7.84,0.51,0.04,45475.0,35410446.0,2.18,7.88,7.71,7.78,7.8,0.65,1.14,22.89,0.94,4269221895.0,3128785075.0,0.0,-0.13,-8.3,0.77
1708,688800,瑞可达,43.53,0.51,0.22,20488.0,89129209.0,1.64,43.88,43.17,43.2,43.31,0.46,1.29,39.35,3.29,6896017072.0,6896017072.0,0.0,-0.07,-33.69,-13.13
1709,301091,深城交,33.62,0.51,0.17,34650.0,115914480.25,2.57,33.94,33.08,33.3,33.45,0.76,1.22,172.77,5.96,13636272000.0,9545390400.0,0.0,-0.15,-22.36,-29.53
1710,000544,中原环保,8.09,0.5,0.04,28157.0,22675608.36,1.12,8.1,8.01,8.04,8.05,0.69,0.29,7.64,0.95,7885197508.0,7885197508.0,0.0,0.0,-3.11,-7.33
1711,300347,泰格医药,43.89,0.5,0.22,46841.0,205864857.15,2.02,44.54,43.66,43.82,43.67,0.62,0.82,93.7,1.84,37962592737.0,25023300904.0,0.0,-0.09,-12.59,-19.64
1712,301315,威士顿,46.4,0.5,0.23,15573.0,72102455.0,2.75,46.88,45.61,46.01,46.17,0.8,4.21,102.19,4.05,4083200000.0,1716800000.0,-0.02,0.02,-26.51,-32.05
1713,301252,同星科技,30.11,0.5,0.15,10962.0,32983209.85,2.6,30.53,29.75,29.97,29.96,0.6,3.36,25.98,2.93,3492760000.0,982338750.0,-0.07,-0.2,-15.42,-10.55
1714,002340,格林美,6.03,0.5,0.03,298926.0,179406686.72,1.5,6.05,5.96,6.0,6.0,0.68,0.59,25.65,1.61,30911538089.0,30662437613.0,0.0,-0.17,-6.22,-7.66
1715,002221,东华能源,8.1,0.5,0.04,88502.0,71410393.0,1.49,8.12,8.0,8.06,8.06,0.62,0.61,72.94,1.19,12766634913.0,11833207882.0,0.0,0.12,-20.2,-14.65
1716,603669,灵康药业,4.04,0.5,0.02,81106.0,32753963.0,2.99,4.1,3.98,4.04,4.02,0.96,1.12,-22.28,4.11,2913828810.0,2913828810.0,-0.25,-0.25,-27.34,-23.05
